OBJECTID,Species,Count,Repeat Observation,Substrate,Sex,Breeding Activity,Observation Notes,Water Level,Observers,Starting Time,Ending Time,Starting Temp (F),Starting % Cloud Cover,Starting Cloud Height,Starting Wind Speed,Starting Wind Direction,Starting Rain,Ending Temp (F),Ending % Cloud Cover,Ending Cloud Height,Ending Wind Speed,Ending Wind Direction,Ending Rain,Weather Note,GlobalID,Speed (km/h),Direction of travel (°),Compass reading (°),Position source type,Receiver Name,Horizontal Accuracy (m),Vertical Accuracy (m),Latitude,Longitude,Altitude,PDOP,HDOP,VDOP,Fix Type,Correction Age,CreationDate,Creator,EditDate,Editor,Station ID,Number of Satellites,Fix Time,Average Horizontal Accuracy (m),Average Vertical Accuracy (m),Averaged Positions,Standard Deviation (m),x,y
11,House Finch,4,No,Air,,,,,,,,,,,,,,,,,,,,,c6bad447-d580-4845-b4e4-b28007ffdca9,,,,,,,,,,,,,,,,10/28/2022 2:57:27 PM,CCBER-Admin,10/28/2022 2:57:27 PM,CCBER-Admin,,,,,,,,-119.876718550408,34.4179841799466
12,Eurasian Collared-Dove,1,No,Air,,,,,,,,,,,,,,,,,,,,,7354f5e9-6fb3-4f8d-9461-e842e11d4b78,,,,,,,,,,,,,,,,10/28/2022 2:57:43 PM,CCBER-Admin,10/28/2022 2:57:43 PM,CCBER-Admin,,,,,,,,-119.876977121479,34.417901573276
13,Canada Goose,18,No,Air,,,,,,,,,,,,,,,,,,,,,067c0568-1805-43cc-a588-24f1b4ddb281,,,,,,,,,,,,,,,,10/28/2022 2:59:17 PM,CCBER-Admin,10/28/2022 2:59:17 PM,CCBER-Admin,,,,,,,,-119.876123652789,34.4179279340256
14,White-crowned Sparrow,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,f8479a24-5e7a-44de-809a-2984281ef5d4,,,,,,,,,,,,,,,,10/28/2022 3:00:40 PM,CCBER-Admin,10/28/2022 3:00:40 PM,CCBER-Admin,,,,,,,,-119.876502821789,34.4183205223542
15,Common Yellowthroat,1,No,,,,,,,,,,,,,,,,,,,,,,aaf6f198-1fa9-4887-9424-7125cde63125,,,,,,,,,,,,,,,,10/28/2022 3:01:03 PM,CCBER-Admin,10/28/2022 3:01:03 PM,CCBER-Admin,,,,,,,,-119.876697921496,34.4186059631142
16,Lark Sparrow,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,2b6cd4be-345b-45d8-8910-9db21ef5dc0f,,,,,,,,,,,,,,,,10/28/2022 3:06:39 PM,CCBER-Admin,10/28/2022 3:06:39 PM,CCBER-Admin,,,,,,,,-119.878001589874,34.4179996872145
17,Say's Phoebe,1,No,Fence,,,,,,,,,,,,,,,,,,,,,4befeb5e-ac91-4a06-b8a0-801b0492fbf9,,,,,,,,,,,,,,,,10/28/2022 3:07:02 PM,CCBER-Admin,10/28/2022 3:07:02 PM,CCBER-Admin,,,,,,,,-119.878638492715,34.4180336918879
18,Rock Pigeon (Feral Pigeon),28,No,Air,,,,,,,,,,,,,,,,,,,,,cbbeed17-a10d-4f96-9d79-10c5b3d81cb1,,,,,,,,,,,,,,,,10/28/2022 3:07:20 PM,CCBER-Admin,10/28/2022 3:07:20 PM,CCBER-Admin,,,,,,,,-119.879137026257,34.4183385498695
19,Black Phoebe,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,8db8d673-2ea7-44eb-802c-87eab0cdbbdc,,,,,,,,,,,,,,,,10/28/2022 3:08:04 PM,CCBER-Admin,10/28/2022 3:08:04 PM,CCBER-Admin,,,,,,,,-119.877746205127,34.4191910548985
20,Blue-gray Gnatcatcher,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,615ad8b0-b2cc-4b3a-83ce-c398d5bf62c9,,,,,,,,,,,,,,,,10/28/2022 3:09:08 PM,CCBER-Admin,10/28/2022 3:09:08 PM,CCBER-Admin,,,,,,,,-119.877920602259,34.4192819984915
21,House Wren,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,7265c042-5b9c-4281-80d7-68be7a1a5154,,,,,,,,,,,,,,,,10/28/2022 3:10:21 PM,CCBER-Admin,10/28/2022 3:10:21 PM,CCBER-Admin,,,,,,,,-119.878533275741,34.4175998276193
22,Western Meadowlark,9,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,ac53c5ca-9aad-4758-9851-065bd8f38007,,,,,,,,,,,,,,,,10/28/2022 3:11:08 PM,CCBER-Admin,10/28/2022 3:11:08 PM,CCBER-Admin,,,,,,,,-119.878223593225,34.4186558392824
23,Bewick's Wren,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,408770cf-1b32-497d-86c8-d2c832edb9d9,,,,,,,,,,,,,,,,10/28/2022 3:11:31 PM,CCBER-Admin,10/28/2022 3:11:31 PM,CCBER-Admin,,,,,,,,-119.878848870968,34.4176987919022
24,American Crow,1,No,Air,,,,,,,,,,,,,,,,,,,,,da6203d8-a62c-4aa3-8105-3e825c5da051,,,,,,,,,,,,,,,,10/28/2022 3:11:47 PM,CCBER-Admin,10/28/2022 3:11:47 PM,CCBER-Admin,,,,,,,,-119.877939176725,34.4184707470831
25,Lesser Goldfinch,2,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,34b906c0-cb69-4c51-9a68-0b24aae5add7,,,,,,,,,,,,,,,,10/28/2022 3:12:10 PM,CCBER-Admin,10/28/2022 3:12:10 PM,CCBER-Admin,,,,,,,,-119.877554452543,34.4192757307646
26,California Towhee,1,No,Fence,,,,,,,,,,,,,,,,,,,,,9e4c5098-f811-487a-8d57-eeb197619e5c,,,,,,,,,,,,,,,,10/28/2022 3:12:44 PM,CCBER-Admin,10/28/2022 3:12:44 PM,CCBER-Admin,,,,,,,,-119.879090682172,34.4176816646314
27,House Finch,2,No,Fence,,,,,,,,,,,,,,,,,,,,,152a8c4d-df28-4397-ab4d-3324ac42c6df,,,,,,,,,,,,,,,,10/28/2022 3:13:08 PM,CCBER-Admin,10/28/2022 3:13:08 PM,CCBER-Admin,,,,,,,,-119.879371924924,34.4176946538495
28,White-crowned Sparrow,2,No,Fence,,,,,,,,,,,,,,,,,,,,,3e142c01-7222-4691-9266-88885f61e3d3,,,,,,,,,,,,,,,,10/28/2022 3:13:46 PM,CCBER-Admin,10/28/2022 3:13:46 PM,CCBER-Admin,,,,,,,,-119.878670327212,34.4177429165438
29,Belted Kingfisher,1,No,Flyover,,,,,,,,,,,,,,,,,,,,,e2bfb758-4b7a-4418-b533-5bd3fb19dd65,,,,,,,,,,,,,,,,10/28/2022 3:14:07 PM,CCBER-Admin,10/28/2022 3:14:07 PM,CCBER-Admin,,,,,,,,-119.879336967883,34.4181147814954
30,Song Sparrow,2,No,Fence,,,,,,,,,,,,,,,,,,,,,d57056c1-6d09-4b23-a2dd-44a00935b5a8,,,,,,,,,,,,,,,,10/28/2022 3:14:44 PM,CCBER-Admin,10/28/2022 3:14:44 PM,CCBER-Admin,,,,,,,,-119.878302932431,34.4176524996496
31,Savannah Sparrow,12,No,Fence,,,,,,,,,,,,,,,,,,,,,19a870a8-04cc-4a53-9df4-e8b2d3993db5,,,,,,,,,,,,,,,,10/28/2022 3:16:30 PM,CCBER-Admin,10/28/2022 3:18:54 PM,CCBER-Admin,,,,,,,,-119.878917197727,34.4179022305904
32,Anna's Hummingbird,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,dbd57397-8275-48f8-9848-b5109ffe7101,,,,,,,,,,,,,,,,10/28/2022 3:23:16 PM,CCBER-Admin,10/28/2022 3:23:16 PM,CCBER-Admin,,,,,,,,-119.87946592733,34.418614378446
33,Yellow-rumped Warbler,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,057720db-5e64-4c8a-8f4b-f0e8fcbf04f0,,,,,,,,,,,,,,,,10/28/2022 3:23:35 PM,CCBER-Admin,10/28/2022 3:23:35 PM,CCBER-Admin,,,,,,,,-119.87966204393,34.4181573096932
34,Bewick's Wren,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,048d0282-c8fd-4192-81a5-1dca2216bcc9,,,,,,,,,,,,,,,,10/28/2022 3:30:16 PM,CCBER-Admin,10/28/2022 3:30:16 PM,CCBER-Admin,,,,,,,,-119.880285675061,34.4182242295535
35,Savannah Sparrow,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,d8783f00-7053-48c9-bde9-de2b31f70958,,,,,,,,,,,,,,,,10/28/2022 3:30:37 PM,CCBER-Admin,10/28/2022 3:30:37 PM,CCBER-Admin,,,,,,,,-119.880221032294,34.4187476764179
36,Western Meadowlark,2,No,Fence,,,,,,,,,,,,,,,,,,,,,c93a8763-bc36-423d-b833-2b2db88612e1,,,,,,,,,,,,,,,,10/28/2022 3:31:52 PM,CCBER-Admin,10/28/2022 3:31:52 PM,CCBER-Admin,,,,,,,,-119.880760396061,34.4195855187938
37,Savannah Sparrow,5,No,Fence,,,,,,,,,,,,,,,,,,,,,4af291d6-e92c-4f8e-9a26-a7bbff21293d,,,,,,,,,,,,,,,,10/28/2022 3:32:51 PM,CCBER-Admin,10/28/2022 3:32:51 PM,CCBER-Admin,,,,,,,,-119.88089118358,34.4194803816621
38,Lincoln's Sparrow,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,9f241fc3-ce0e-4900-9c9c-219eee57aac5,,,,,,,,,,,,,,,,10/28/2022 3:33:40 PM,CCBER-Admin,10/28/2022 3:33:40 PM,CCBER-Admin,,,,,,,,-119.880483905397,34.4195701978206
39,Black Phoebe,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,8b058f5e-9cd9-4331-9d58-8a6f9f769f78,,,,,,,,,,,,,,,,10/28/2022 3:39:39 PM,CCBER-Admin,10/28/2022 3:39:39 PM,CCBER-Admin,,,,,,,,-119.880631402478,34.4198594676947
40,Yellow-rumped Warbler,2,No,Fence,,,,,,,,,,,,,,,,,,,,,05a04098-4c0d-48a6-bae4-5eb48b3db810,,,,,,,,,,,,,,,,10/28/2022 3:40:54 PM,CCBER-Admin,10/28/2022 3:40:54 PM,CCBER-Admin,,,,,,,,-119.880124563114,34.4197072483647
41,,1,No,Fence,,,,,,,,,,,,,,,,,,,,,3e97dfc7-47bb-4f9f-a679-17f2d15c6f5b,,,,,,,,,,,,,,,,10/28/2022 3:41:44 PM,CCBER-Admin,10/28/2022 3:41:44 PM,CCBER-Admin,,,,,,,,-119.879726443254,34.4195946995197
42,White-crowned Sparrow,8,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,08735794-6bc1-4823-bd90-238d6d6321ce,,,,,,,,,,,,,,,,10/28/2022 3:52:39 PM,CCBER-Admin,10/28/2022 3:52:39 PM,CCBER-Admin,,,,,,,,-119.877626098577,34.4192267790452
43,Blue-gray Gnatcatcher,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,0cb7a2e9-724d-4032-b5af-6bcff6a381c0,,,,,,,,,,,,,,,,10/28/2022 3:59:49 PM,CCBER-Admin,10/28/2022 3:59:49 PM,CCBER-Admin,,,,,,,,-119.877659146698,34.4194644745074
44,White-crowned Sparrow,4,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,2d5b6aa4-40f8-463d-8361-ffb7bced5e68,,,,,,,,,,,,,,,,10/28/2022 4:00:07 PM,CCBER-Admin,10/28/2022 4:00:07 PM,CCBER-Admin,,,,,,,,-119.877785465996,34.4194231141124
45,Common Yellowthroat,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,ceeaf7ca-b070-47a3-9633-0a039a835d92,,,,,,,,,,,,,,,,10/28/2022 4:01:34 PM,CCBER-Admin,10/28/2022 4:01:34 PM,CCBER-Admin,,,,,,,,-119.877501081835,34.4201186520826
46,Common Yellowthroat,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,029e93e2-9a45-4232-a688-95c5f14787b0,,,,,,,,,,,,,,,,10/28/2022 4:02:23 PM,CCBER-Admin,10/28/2022 4:02:23 PM,CCBER-Admin,,,,,,,,-119.877255217434,34.4199445334095
47,Northern Flicker,1,No,,,,,,,,,,,,,,,,,,,,,,f52423c7-db9c-407a-8091-9c3ede72852f,,,,,,,,,,,,,,,,10/28/2022 4:03:35 PM,CCBER-Admin,10/28/2022 4:05:31 PM,CCBER-Admin,,,,,,,,-119.877866942294,34.4194379534365
48,Common Yellowthroat,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,4b231725-8430-4e66-98c2-043f0f08e3b6,,,,,,,,,,,,,,,,10/28/2022 4:07:22 PM,CCBER-Admin,10/28/2022 4:07:22 PM,CCBER-Admin,,,,,,,,-119.878739430116,34.4204983265638
49,White-crowned Sparrow,6,No,,,,,,,,,,,,,,,,,,,,,,ed89abfb-e170-4fe1-a95b-ff45b01f47e9,,,,,,,,,,,,,,,,10/28/2022 4:08:08 PM,CCBER-Admin,10/28/2022 4:08:08 PM,CCBER-Admin,,,,,,,,-119.878204627094,34.4203520151611
50,Song Sparrow,2,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,97f86065-08d2-4386-9c85-996e1ebdd5c7,,,,,,,,,,,,,,,,10/28/2022 4:08:25 PM,CCBER-Admin,10/28/2022 4:08:25 PM,CCBER-Admin,,,,,,,,-119.877916110683,34.4202777266957
51,American Pipit,1,No,Air,,,,,,,,,,,,,,,,,,,,,d984cf57-c72d-425b-991f-d44cf22319bf,,,,,,,,,,,,,,,,10/28/2022 4:08:40 PM,CCBER-Admin,10/28/2022 4:08:40 PM,CCBER-Admin,,,,,,,,-119.878290229354,34.420019636568
52,Cooper's Hawk,1,No,Habitat Feature - Snag,,,,,,,,,,,,,,,,,,,,,7f5adad3-d78f-4fb1-b863-45619e6ce649,,,,,,,,,,,,,,,,10/28/2022 4:11:22 PM,CCBER-Admin,10/28/2022 4:11:22 PM,CCBER-Admin,,,,,,,,-119.879588435975,34.4200340637712
53,Killdeer,1,Yes,,,,,,,,,,,,,,,,,,,,,,df2eaf39-5b90-4c81-b7cc-c13725fecaa0,,,,,,,,,,,,,,,,10/28/2022 4:11:52 PM,CCBER-Admin,10/28/2022 4:11:52 PM,CCBER-Admin,,,,,,,,-119.878264659708,34.4206900375901
54,American Crow,3,No,Habitat Feature - Snag,,,,,,,,,,,,,,,,,,,,,80086a6c-3c2d-4398-8e1c-4073a50688d0,,,,,,,,,,,,,,,,10/28/2022 4:13:10 PM,CCBER-Admin,10/28/2022 4:13:10 PM,CCBER-Admin,,,,,,,,-119.880635658696,34.4204053738759
55,Western Bluebird,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,3cc4be1a-4bb0-47ca-bafd-340bc7d928a6,,,,,,,,,,,,,,,,10/28/2022 4:14:22 PM,CCBER-Admin,10/28/2022 4:14:22 PM,CCBER-Admin,,,,,,,,-119.879620752868,34.4202656671336
56,Common Yellowthroat,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,eed785b6-7ef8-45ba-a474-b708ec22c702,,,,,,,,,,,,,,,,10/28/2022 4:20:44 PM,CCBER-Admin,10/28/2022 4:20:44 PM,CCBER-Admin,,,,,,,,-119.879689966264,34.4211770395245
57,Blue-gray Gnatcatcher,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,9bea97c6-b494-445c-b40b-a09ace3abe2d,,,,,,,,,,,,,,,,10/28/2022 4:21:19 PM,CCBER-Admin,10/28/2022 4:21:19 PM,CCBER-Admin,,,,,,,,-119.880151205348,34.4212082944471
58,Savannah Sparrow,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,99f0167b-78e2-4cee-bf50-9fd64a4b53c6,,,,,,,,,,,,,,,,10/28/2022 4:21:41 PM,CCBER-Admin,10/28/2022 4:21:41 PM,CCBER-Admin,,,,,,,,-119.88036747116,34.4212737068469
59,Say's Phoebe,1,No,Habitat Feature - Snag,,,,,,,,,,,,,,,,,,,,,456a7510-7869-4773-bb09-7b6e95cd31a8,,,,,,,,,,,,,,,,10/28/2022 4:22:44 PM,CCBER-Admin,10/28/2022 4:22:44 PM,CCBER-Admin,,,,,,,,-119.881321724536,34.4206624364878
60,Say's Phoebe,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,a0c2c0f4-24eb-45fd-a0e0-c6b7718af715,,,,,,,,,,,,,,,,10/28/2022 4:23:39 PM,CCBER-Admin,10/28/2022 4:23:39 PM,CCBER-Admin,,,,,,,,-119.880947444168,34.421054199814
61,Bushtit,12,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,c508ebc6-74a1-4bdb-a785-a91c84cb06c8,,,,,,,,,,,,,,,,10/28/2022 4:25:16 PM,CCBER-Admin,10/28/2022 4:25:16 PM,CCBER-Admin,,,,,,,,-119.88060907575,34.4213086853754
62,Song Sparrow,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,fd2079b2-8de3-4432-99c4-bd9f21f1ef2f,,,,,,,,,,,,,,,,10/28/2022 4:25:36 PM,CCBER-Admin,10/28/2022 4:25:36 PM,CCBER-Admin,,,,,,,,-119.880788621128,34.4213045489834
63,American Crow,2,No,Air,,,,,,,,,,,,,,,,,,,,,29fff652-085e-496f-86b8-e79aeb1090af,,,,,,,,,,,,,,,,10/28/2022 4:27:56 PM,CCBER-Admin,10/28/2022 4:27:56 PM,CCBER-Admin,,,,,,,,-119.880496654287,34.4209571580196
64,Blue-gray Gnatcatcher,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,c4988868-a2f5-4cdb-8cba-58378abfc24a,,,,,,,,,,,,,,,,10/28/2022 4:30:01 PM,CCBER-Admin,10/28/2022 4:30:01 PM,CCBER-Admin,,,,,,,,-119.88103958796,34.4213368398086
65,Common Yellowthroat,2,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,1647c92e-20a8-442c-9cfd-5cf5b86e39d9,,,,,,,,,,,,,,,,10/28/2022 4:30:18 PM,CCBER-Admin,10/28/2022 4:30:18 PM,CCBER-Admin,,,,,,,,-119.880006670012,34.4204844055647
66,House Finch,2,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,c0811134-1a5e-40c1-b54e-a8916757c2b1,,,,,,,,,,,,,,,,10/28/2022 4:31:40 PM,CCBER-Admin,10/28/2022 4:31:40 PM,CCBER-Admin,,,,,,,,-119.880890922171,34.4208725068281
67,Common Yellowthroat,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,15db21bc-779b-46b2-baa8-7dcb05acbf21,,,,,,,,,,,,,,,,10/28/2022 4:31:58 PM,CCBER-Admin,10/28/2022 4:31:58 PM,CCBER-Admin,,,,,,,,-119.881205072009,34.4213058346588
68,Marsh Wren,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,be7f9323-265a-49fe-b976-d34710032dcd,,,,,,,,,,,,,,,,10/28/2022 4:32:25 PM,CCBER-Admin,10/28/2022 4:32:25 PM,CCBER-Admin,,,,,,,,-119.881418623111,34.4212201641712
69,Selasphorus sp.,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,b5849ea1-8613-4a79-bbde-45bf50d13a9e,,,,,,,,,,,,,,,,10/28/2022 4:33:49 PM,CCBER-Admin,10/28/2022 4:33:49 PM,CCBER-Admin,,,,,,,,-119.881737932872,34.4208584828884
70,Oak Titmouse,2,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,6552dd86-e0b9-4544-9b78-5188c12bf89c,,,,,,,,,,,,,,,,10/28/2022 4:36:19 PM,CCBER-Admin,10/28/2022 4:36:19 PM,CCBER-Admin,,,,,,,,-119.881756710357,34.4209401744342
71,White-crowned Sparrow,2,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,ef05dcf8-46a0-4c7f-bc97-83750bcf1ca7,,,,,,,,,,,,,,,,10/28/2022 4:36:37 PM,CCBER-Admin,10/28/2022 4:36:37 PM,CCBER-Admin,,,,,,,,-119.881918538262,34.420934672312
72,Song Sparrow,2,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,8dc56bbc-c6c6-40a6-a08c-03e3106f5abf,,,,,,,,,,,,,,,,10/28/2022 4:36:52 PM,CCBER-Admin,10/28/2022 4:36:52 PM,CCBER-Admin,,,,,,,,-119.882027183207,34.4209211463528
73,Selasphorus sp.,1,No,Air,,,,,,,,,,,,,,,,,,,,,6d2e3787-6fcd-42b0-be42-c68911a9ef8b,,,,,,,,,,,,,,,,10/28/2022 4:37:09 PM,CCBER-Admin,10/28/2022 4:37:09 PM,CCBER-Admin,,,,,,,,-119.881888271325,34.4208339793366
74,Lesser Goldfinch,2,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,ad85e59f-5618-4db7-890b-41603139b51c,,,,,,,,,,,,,,,,10/28/2022 4:39:24 PM,CCBER-Admin,10/28/2022 4:41:42 PM,CCBER-Admin,,,,,,,,-119.882150354809,34.4208224630278
75,Blue-gray Gnatcatcher,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,51c36316-1478-4a72-bfd5-261276531ce3,,,,,,,,,,,,,,,,10/28/2022 4:41:22 PM,CCBER-Admin,10/28/2022 4:41:22 PM,CCBER-Admin,,,,,,,,-119.883052654121,34.420860184287
76,American Goldfinch,3,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,28fadc9a-6e6b-40ff-835d-3a84f0d57c5e,,,,,,,,,,,,,,,,10/28/2022 4:42:42 PM,CCBER-Admin,10/28/2022 4:42:42 PM,CCBER-Admin,,,,,,,,-119.882362729119,34.4206955990107
77,Lesser Goldfinch,22,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,8bee1853-be6f-4bc4-9925-ea879259bab0,,,,,,,,,,,,,,,,10/28/2022 4:44:24 PM,CCBER-Admin,10/28/2022 4:44:24 PM,CCBER-Admin,,,,,,,,-119.881821497753,34.4206822886522
78,White-crowned Sparrow,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,4715f56a-8d8a-4a35-86c4-eb681b4d84a6,,,,,,,,,,,,,,,,10/28/2022 4:45:42 PM,CCBER-Admin,10/28/2022 4:45:42 PM,CCBER-Admin,,,,,,,,-119.882769312904,34.4208945271874
79,Bewick's Wren,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,d65a57a7-9fee-4f9e-a304-8be883b548f5,,,,,,,,,,,,,,,,10/28/2022 4:47:06 PM,CCBER-Admin,10/28/2022 4:47:06 PM,CCBER-Admin,,,,,,,,-119.883399460415,34.4209799001161
80,House Finch,2,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,ee17c8f3-c540-4433-b646-cb337c371977,,,,,,,,,,,,,,,,10/28/2022 4:47:51 PM,CCBER-Admin,10/28/2022 4:47:51 PM,CCBER-Admin,,,,,,,,-119.883456818744,34.4210394926792
81,Song Sparrow,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,0ba1d7ad-553c-42a3-aadd-ff5864750458,,,,,,,,,,,,,,,,10/28/2022 4:48:58 PM,CCBER-Admin,10/28/2022 4:48:58 PM,CCBER-Admin,,,,,,,,-119.88363345358,34.4210061131721
82,Cassin's Kingbird,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,c94b8c98-0825-4104-abef-b69c517118ab,,,,,,,,,,,,,,,,10/28/2022 4:49:33 PM,CCBER-Admin,10/28/2022 4:49:33 PM,CCBER-Admin,,,,,,,,-119.883675616906,34.4210829249224
