OBJECTID,Species,Count,Repeat Observation,Substrate,Sex,Breeding Activity,Observation Notes,Water Level,Observers,Starting Time,Ending Time,Starting Temp (F),Starting % Cloud Cover,Starting Cloud Height,Starting Wind Speed,Starting Wind Direction,Starting Rain,Ending Temp (F),Ending % Cloud Cover,Ending Cloud Height,Ending Wind Speed,Ending Wind Direction,Ending Rain,Weather Note,GlobalID,Speed (km/h),Direction of travel (°),Compass reading (°),Position source type,Receiver Name,Horizontal Accuracy (m),Vertical Accuracy (m),Latitude,Longitude,Altitude,PDOP,HDOP,VDOP,Fix Type,Correction Age,CreationDate,Creator,EditDate,Editor,Station ID,Number of Satellites,Fix Time,Average Horizontal Accuracy (m),Average Vertical Accuracy (m),Averaged Positions,Standard Deviation (m),x,y
14,Lesser Goldfinch,4,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,0130bfba-6efc-406c-b51a-874920c4f0a5,,,,,,,,,,,,,,,,8/23/2022 3:14:13 PM,CCBER-Admin,8/23/2022 3:14:13 PM,CCBER-Admin,,,,,,,,-119.880267677315,34.4199230374532
15,Nuttall's Woodpecker,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,c01578ee-9edf-42cc-b542-0e7d30c60a95,,,,,,,,,,,,,,,,8/23/2022 3:15:52 PM,CCBER-Admin,8/23/2022 3:15:52 PM,CCBER-Admin,,,,,,,,-119.880603101954,34.4219298784254
16,Mourning Dove,3,No,Fence,,,,,,,,,,,,,,,,,,,,,b46502ea-f1c4-4c21-ae58-e5f8cd81d7a0,,,,,,,,,,,,,,,,8/23/2022 3:17:03 PM,CCBER-Admin,8/23/2022 3:17:03 PM,CCBER-Admin,,,,,,,,-119.879137045122,34.4194405507812
17,California Thrasher,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,da6f2c36-f4af-4e81-8687-7e92adcc707e,,,,,,,,,,,,,,,,8/23/2022 3:19:35 PM,CCBER-Admin,8/23/2022 3:22:45 PM,CCBER-Admin,,,,,,,,-119.880785552483,34.41817965683
18,Mourning Dove,1,No,Fence,,,,,,,,,,,,,,,,,,,,,9c6eb09e-05ba-43f3-b685-427008bd8a7e,,,,,,,,,,,,,,,,8/23/2022 3:21:23 PM,CCBER-Admin,8/23/2022 3:21:23 PM,CCBER-Admin,,,,,,,,-119.87966836268,34.4195518585936
19,Anna's Hummingbird,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,f20a4acf-f5eb-4793-a904-a649641497d3,,,,,,,,,,,,,,,,8/23/2022 3:25:12 PM,CCBER-Admin,8/23/2022 3:25:12 PM,CCBER-Admin,,,,,,,,-119.878068122697,34.4190844455595
20,Song Sparrow,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,6f20d021-eb1b-42b3-8395-a6506a2baffe,,,,,,,,,,,,,,,,8/23/2022 3:30:23 PM,CCBER-Admin,8/23/2022 3:31:55 PM,CCBER-Admin,,,,,,,,-119.877617494513,34.4189894237876
21,House Wren,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,953e4d39-57b9-42d7-acd8-25227bd506be,,,,,,,,,,,,,,,,8/23/2022 3:32:34 PM,CCBER-Admin,8/23/2022 3:32:34 PM,CCBER-Admin,,,,,,,,-119.877745458627,34.4193079201097
22,Common Yellowthroat,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,0a3d8479-90f2-44c5-a527-9fad3c0270d2,,,,,,,,,,,,,,,,8/23/2022 3:37:26 PM,CCBER-Admin,8/23/2022 3:37:26 PM,CCBER-Admin,,,,,,,,-119.877258208823,34.4197349357427
23,Song Sparrow,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,06497b3a-d395-4b62-a43e-38aa86b1cb7b,,,,,,,,,,,,,,,,8/23/2022 3:37:57 PM,CCBER-Admin,8/23/2022 3:37:57 PM,CCBER-Admin,,,,,,,,-119.877152610963,34.4196139880075
24,California Towhee,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,0b150ec3-4001-4a8f-b2d6-229573fe4b12,,,,,,,,,,,,,,,,8/23/2022 3:39:10 PM,CCBER-Admin,8/23/2022 3:39:10 PM,CCBER-Admin,,,,,,,,-119.877247428142,34.4196064190421
25,Bushtit,10,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,064d3b1a-c40f-4b71-9ea4-2108b14edfe3,,,,,,,,,,,,,,,,8/23/2022 3:39:58 PM,CCBER-Admin,8/23/2022 3:39:58 PM,CCBER-Admin,,,,,,,,-119.877118965463,34.4195054940039
26,Western Bluebird,1,No,Other,,,bat box,,,,,,,,,,,,,,,,,,39c0386f-7343-448e-a90c-f7ec6b80d783,,,,,,,,,,,,,,,,8/23/2022 3:42:28 PM,CCBER-Admin,8/23/2022 3:42:28 PM,CCBER-Admin,,,,,,,,-119.87845792236,34.4200253395708
27,Song Sparrow,4,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,2f963a86-c63e-4d00-a891-17bcdcf882ca,,,,,,,,,,,,,,,,8/23/2022 3:43:25 PM,CCBER-Admin,8/23/2022 3:46:40 PM,CCBER-Admin,,,,,,,,-119.878837511772,34.4200837530879
28,Western Bluebird,2,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,a6847f8b-9054-4c16-9197-dd0003366115,,,,,,,,,,,,,,,,8/23/2022 3:44:17 PM,CCBER-Admin,8/23/2022 3:44:17 PM,CCBER-Admin,,,,,,,,-119.878964041276,34.4200471852692
29,Common Yellowthroat,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,62675299-d4fa-4f15-b9c3-c2f2bd9aee8e,,,,,,,,,,,,,,,,8/23/2022 3:45:35 PM,CCBER-Admin,8/23/2022 3:45:35 PM,CCBER-Admin,,,,,,,,-119.879231813791,34.4201200059514
30,Lesser Goldfinch,6,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,41d25b1c-79fc-4cb2-8365-365578ffd622,,,,,,,,,,,,,,,,8/23/2022 3:48:10 PM,CCBER-Admin,8/23/2022 3:48:10 PM,CCBER-Admin,,,,,,,,-119.879759922567,34.4197900466621
31,Common Yellowthroat,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,acabceae-43f2-4828-a44b-1240fb5b2c14,,,,,,,,,,,,,,,,8/23/2022 3:50:41 PM,CCBER-Admin,8/23/2022 3:50:41 PM,CCBER-Admin,,,,,,,,-119.879661116869,34.4209441663441
32,American Crow,15,No,Flyover,,,,,,,,,,,,,,,,,,,,,dd77b8d4-3c9f-4f62-b06a-d55157f69664,,,,,,,,,,,,,,,,8/23/2022 3:51:16 PM,CCBER-Admin,8/23/2022 3:51:16 PM,CCBER-Admin,,,,,,,,-119.880514793968,34.419480322379
33,Bushtit,3,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,1bbeb9fe-8449-4790-94a3-1fd4a9d29330,,,,,,,,,,,,,,,,8/23/2022 3:56:57 PM,CCBER-Admin,8/23/2022 3:58:15 PM,CCBER-Admin,,,,,,,,-119.882252760056,34.4198982987188
34,Song Sparrow,2,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,59494594-ac4d-46cf-aae2-2cbb9d63ff2a,,,,,,,,,,,,,,,,8/23/2022 3:59:16 PM,CCBER-Admin,8/23/2022 3:59:16 PM,CCBER-Admin,,,,,,,,-119.882433413057,34.4198981379141
35,Song Sparrow,2,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,e368646a-022b-4fad-934a-046762553103,,,,,,,,,,,,,,,,8/23/2022 4:00:58 PM,CCBER-Admin,8/23/2022 4:00:58 PM,CCBER-Admin,,,,,,,,-119.883341201974,34.4200839427927
36,Acorn Woodpecker,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,634fffbb-2684-47ce-90db-92fd6bd9e46f,,,,,,,,,,,,,,,,8/23/2022 4:02:25 PM,CCBER-Admin,8/23/2022 4:02:25 PM,CCBER-Admin,,,,,,,,-119.883790407227,34.4200526852266
37,Anna's Hummingbird,2,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,a24ac071-5963-4918-ada2-c19cf89dbe90,,,,,,,,,,,,,,,,8/23/2022 4:03:43 PM,CCBER-Admin,8/23/2022 4:03:43 PM,CCBER-Admin,,,,,,,,-119.883432758268,34.4204197506223
38,Nuttall's Woodpecker,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,db354263-96e7-4c97-9b97-7f00f3b6ace5,,,,,,,,,,,,,,,,8/23/2022 4:04:25 PM,CCBER-Admin,8/23/2022 4:04:25 PM,CCBER-Admin,,,,,,,,-119.884032579552,34.4204107181932
39,Common Yellowthroat,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,e368f843-7305-45e2-bbb2-a46c546af065,,,,,,,,,,,,,,,,8/23/2022 4:05:07 PM,CCBER-Admin,8/23/2022 4:05:07 PM,CCBER-Admin,,,,,,,,-119.883514707978,34.4200191319234
40,Rock Pigeon (Feral Pigeon),3,No,Flyover,,,,,,,,,,,,,,,,,,,,,ddb41752-8a2c-4c86-abdc-1eea4e6339b9,,,,,,,,,,,,,,,,8/23/2022 4:07:40 PM,CCBER-Admin,8/23/2022 4:07:40 PM,CCBER-Admin,,,,,,,,-119.883819385979,34.4209669825468
41,Cassin's Kingbird,2,No,Fence,,,,,,,,,,,,,,,,,,,,,5f0d4272-2b67-48b5-9a81-ce3d6a394f2f,,,,,,,,,,,,,,,,8/23/2022 4:15:01 PM,CCBER-Admin,8/23/2022 4:15:01 PM,CCBER-Admin,,,,,,,,-119.88038480595,34.4214621452247
42,Black Phoebe,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,1c26e7b2-9246-4b88-bd45-dcb51b64e266,,,,,,,,,,,,,,,,8/23/2022 4:15:57 PM,CCBER-Admin,8/23/2022 4:15:57 PM,CCBER-Admin,,,,,,,,-119.880183188966,34.4216441896551
43,Turkey Vulture,2,No,Air,,,,,,,,,,,,,,,,,,,,,78c2b13f-08df-40d0-8de0-80c81c6df9b3,,,,,,,,,,,,,,,,8/23/2022 4:16:27 PM,CCBER-Admin,8/23/2022 4:23:57 PM,CCBER-Admin,,,,,,,,-119.879554008941,34.4213618419214
44,American Crow,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,8d561c57-761b-4abb-9a50-ae2ee96cb32d,,,,,,,,,,,,,,,,8/23/2022 4:17:18 PM,CCBER-Admin,8/23/2022 4:17:18 PM,CCBER-Admin,,,,,,,,-119.879102571374,34.4215077914207
45,American Crow,3,No,Habitat Feature - Hibernacula,,,,,,,,,,,,,,,,,,,,,cb25037b-5165-456d-b0d2-7485c6b02539,,,,,,,,,,,,,,,,8/23/2022 4:20:12 PM,CCBER-Admin,8/23/2022 4:20:12 PM,CCBER-Admin,,,,,,,,-119.878674631939,34.4216472048666
46,Scaly-breasted Munia,4,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,2d20f531-2751-40f6-b8c8-90e6fcc8f55a,,,,,,,,,,,,,,,,8/23/2022 4:21:00 PM,CCBER-Admin,8/23/2022 4:21:00 PM,CCBER-Admin,,,,,,,,-119.878802349915,34.4211485930737
47,Common Yellowthroat,2,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,3ba7f42d-284e-48ff-9e3b-a06cf7b38d18,,,,,,,,,,,,,,,,8/23/2022 4:21:58 PM,CCBER-Admin,8/23/2022 4:25:46 PM,CCBER-Admin,,,,,,,,-119.878955655503,34.4211024472308
48,Song Sparrow,4,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,21619b60-4b36-4e95-8a65-6b3cf2fd5710,,,,,,,,,,,,,,,,8/23/2022 4:23:06 PM,CCBER-Admin,8/23/2022 4:23:06 PM,CCBER-Admin,,,,,,,,-119.878560896241,34.4211629733975
49,Anna's Hummingbird,2,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,a3ab0b9c-0efa-4778-b143-5f4362bbe492,,,,,,,,,,,,,,,,8/23/2022 4:28:17 PM,CCBER-Admin,8/23/2022 4:28:17 PM,CCBER-Admin,,,,,,,,-119.878856737515,34.4215352588601
50,Song Sparrow,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,6c0cebab-90c8-4d55-9a66-87c0f5bfdb44,,,,,,,,,,,,,,,,8/23/2022 4:29:20 PM,CCBER-Admin,8/23/2022 4:29:20 PM,CCBER-Admin,,,,,,,,-119.878197799898,34.4212607004001
51,California Towhee,3,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,89172fe4-7e97-4a8f-8ef8-873aba7dd88c,,,,,,,,,,,,,,,,8/23/2022 4:31:06 PM,CCBER-Admin,8/23/2022 4:31:06 PM,CCBER-Admin,,,,,,,,-119.877960426373,34.4212218292523
52,Song Sparrow,2,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,9a43e02c-4060-4461-8e74-b59ce79c4d99,,,,,,,,,,,,,,,,8/23/2022 4:32:00 PM,CCBER-Admin,8/23/2022 4:32:00 PM,CCBER-Admin,,,,,,,,-119.877848113606,34.4211770158117
53,Common Yellowthroat,2,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,8d786bb7-ee55-497d-8420-98e09d5e69f6,,,,,,,,,,,,,,,,8/23/2022 4:32:42 PM,CCBER-Admin,8/23/2022 4:32:42 PM,CCBER-Admin,,,,,,,,-119.877661626946,34.4212988883062
54,Belted Kingfisher,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,373c3738-0ce2-4378-bc4c-fb6d24832f7a,,,,,,,,,,,,,,,,8/23/2022 4:49:54 PM,CCBER-Admin,8/23/2022 4:49:54 PM,CCBER-Admin,,,,,,,,-119.872912324769,34.4211400208997
55,Red-winged Blackbird,20,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,9a2693a2-6f01-44a1-8c61-f24452e24d62,,,,,,,,,,,,,,,,8/23/2022 4:52:23 PM,CCBER-Admin,8/23/2022 4:52:23 PM,CCBER-Admin,,,,,,,,-119.873792658476,34.4216794762929
56,Red-necked Phalarope,6,No,Water - Floating,,,,4.3,Lisa Glenn jeremiah,726,,60,100,Fog,,,,,,,,,,,cc9f1362-36d7-45b3-abe6-b8e05b173639,,,,,Samsung SM-T713,2.82,2.82,34.41755285,-119.8741177,-17,0.9,0.6,0.6,1,,8/23/2022 2:26:16 PM,ccber_user,8/23/2022 2:26:16 PM,ccber_user,,18,8/23/2022 2:25:00 PM,,,,,-119.874117700387,34.4175528498345
57,Western Sandpiper,1,No,Water - Floating,,,,,,,,,,,,,,,,,,,,,924d800f-1839-41cf-ab9c-5ad60f4aa962,,,,,,,,,,,,,,,,8/23/2022 2:28:43 PM,ccber_user,8/23/2022 2:28:43 PM,ccber_user,,,,,,,,-119.874667399272,34.4185199274879
58,Red-necked Phalarope,1,No,Water - Floating,,,,,,,,,,,,,,,,,,,,,d38daa6a-ff50-409f-a381-d68935d94653,,,,,,,,,,,,,,,,8/23/2022 2:29:15 PM,ccber_user,8/23/2022 2:29:15 PM,ccber_user,,,,,,,,-119.874080179554,34.4177171789632
59,Western Snowy Plover,2,No,Mud,,,,,,,,,,,,,,,,,,,,,473a69d4-8e76-4c20-a6e9-a919f98d41ac,,,,,,,,,,,,,,,,8/23/2022 2:31:54 PM,ccber_user,8/23/2022 2:31:54 PM,ccber_user,,,,,,,,-119.875255449932,34.4193737252654
60,Least Sandpiper,7,No,Mud,,,,,,,,,,,,,,,,,,,,,2964faaf-a397-4085-963d-ac72e80024c5,,,,,,,,,,,,,,,,8/23/2022 2:33:43 PM,ccber_user,8/23/2022 2:33:43 PM,ccber_user,,,,,,,,-119.875089489776,34.4196973636655
61,Long-billed Curlew,2,No,Air,,,,,,,,,,,,,,,,,,,,,e1e824fe-4a7b-462e-9b75-a0e92c26890d,,,,,,,,,,,,,,,,8/23/2022 2:33:55 PM,ccber_user,8/23/2022 2:33:55 PM,ccber_user,,,,,,,,-119.875102695011,34.419836248066
62,Great Egret,4,No,Air,,,,,,,,,,,,,,,,,,,,,36e43f0f-3009-4c68-b0ec-739d3bb52f5e,,,,,,,,,,,,,,,,8/23/2022 2:34:16 PM,ccber_user,8/23/2022 2:34:16 PM,ccber_user,,,,,,,,-119.874594366239,34.4190220030317
63,Song Sparrow,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,bf971bb6-cdd3-4bbf-b504-c4d15345df36,,,,,,,,,,,,,,,,8/23/2022 2:39:16 PM,ccber_user,8/23/2022 2:39:16 PM,ccber_user,,,,,,,,-119.873419141676,34.4179374713801
64,Song Sparrow,2,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,bc8c7cfc-8693-4c10-a78c-9c150cdf6984,,,,,,,,,,,,,,,,8/23/2022 2:51:17 PM,ccber_user,8/23/2022 2:51:17 PM,ccber_user,,,,,,,,-119.873798778698,34.4188460316854
65,Least Sandpiper,1,No,Mud,,,,,,,,,,,,,,,,,,,,,4c182f7a-a1f8-4729-b85a-c77c8906ce72,,,,,,,,,,,,,,,,8/23/2022 2:51:36 PM,ccber_user,8/23/2022 2:51:36 PM,ccber_user,,,,,,,,-119.876195389553,34.4197953999112
66,Song Sparrow,2,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,4fb48fc3-3fd6-45b0-8dcb-9aafe627dd33,,,,,,,,,,,,,,,,8/23/2022 2:52:08 PM,ccber_user,8/23/2022 2:52:08 PM,ccber_user,,,,,,,,-119.873910963904,34.419367854002
67,House Finch,2,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,f67a7aff-54f2-4364-9bd8-15258f5068c2,,,,,,,,,,,,,,,,8/23/2022 2:53:40 PM,ccber_user,8/23/2022 2:53:40 PM,ccber_user,,,,,,,,-119.873689784308,34.4199969171824
68,Western Gull,1,No,Flyover,,,,,,,,,,,,,,,,,,,,,5186c6d1-faa4-4135-a2b3-be16422a44a2,,,,,,,,,,,,,,,,8/23/2022 2:54:44 PM,ccber_user,8/23/2022 2:54:44 PM,ccber_user,,,,,,,,-119.874713958055,34.4194352716133
69,American Crow,1,No,Air,,,,,,,,,,,,,,,,,,,,,9d60971f-09d5-49fb-9f0f-159330368fc2,,,,,,,,,,,,,,,,8/23/2022 2:56:40 PM,ccber_user,8/23/2022 2:56:40 PM,ccber_user,,,,,,,,-119.874459766271,34.4202467893283
70,Western Snowy Plover,2,No,Mud,,Other,juvenile,,,,,,,,,,,,,,,,,,2586d17f-510d-41c3-ac78-efce2e836f6e,,,,,,,,,,,,,,,,8/23/2022 3:00:28 PM,ccber_user,8/23/2022 3:00:28 PM,ccber_user,,,,,,,,-119.875281763383,34.4202386194426
71,California Towhee,2,No,Bare ground,,,,,,,,,,,,,,,,,,,,,bda9a3f3-bcfe-420f-a6fd-c4d3e777b9e8,,,,,,,,,,,,,,,,8/23/2022 3:02:28 PM,ccber_user,8/23/2022 3:02:28 PM,ccber_user,,,,,,,,-119.873119481663,34.4202930838499
72,White-breasted Nuthatch,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,8128b9ec-8d80-4b6d-a765-4b9e6c3eeebf,,,,,,,,,,,,,,,,8/23/2022 3:02:42 PM,ccber_user,8/23/2022 3:02:42 PM,ccber_user,,,,,,,,-119.872142328433,34.4205599565614
73,Song Sparrow,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,af3b91b1-5073-48fb-aea7-5ce4633ae66a,,,,,,,,,,,,,,,,8/23/2022 3:04:45 PM,ccber_user,8/23/2022 3:04:45 PM,ccber_user,,,,,,,,-119.873713696562,34.4203502707724
74,Black Phoebe,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,b55b772d-3465-4f8e-842a-4b9356af78e8,,,,,,,,,,,,,,,,8/23/2022 3:06:12 PM,ccber_user,8/23/2022 3:06:12 PM,ccber_user,,,,,,,,-119.874248489702,34.4200153170767
75,House Finch,2,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,07df4ea2-8e9e-4a52-9f50-d869933a8d96,,,,,,,,,,,,,,,,8/23/2022 3:08:18 PM,ccber_user,8/23/2022 3:08:18 PM,ccber_user,,,,,,,,-119.872409724554,34.4211590563416
76,Rock Pigeon (Feral Pigeon),3,No,Air,,,,,,,,,,,,,,,,,,,,,cc3dc914-b12c-46a0-9f8d-ed3a00f04dc6,,,,,,,,,,,,,,,,8/23/2022 3:08:56 PM,ccber_user,8/23/2022 3:08:56 PM,ccber_user,,,,,,,,-119.872845482925,34.4209330331612
77,Western Bluebird,1,No,Fence,,,,,,,,,,,,,,,,,,,,,1152c447-1e4a-45f9-a7fe-f14df33ede52,,,,,,,,,,,,,,,,8/23/2022 3:11:06 PM,ccber_user,8/23/2022 3:11:06 PM,ccber_user,,,,,,,,-119.871683462698,34.4205953585164
78,American Crow,1,No,Air,,,,,,,,,,,,,,,,,,,,,a3691cb4-bf08-4082-b14f-3d275bfd9124,,,,,,,,,,,,,,,,8/23/2022 3:11:57 PM,ccber_user,8/23/2022 3:11:57 PM,ccber_user,,,,,,,,-119.871590641576,34.4210819230562
79,Dark-eyed Junco,4,No,Bare ground,,,,,,,,,,,,,,,,,,,,,b6c392d7-9a1f-4d02-838a-927ba43a150f,,,,,,,,,,,,,,,,8/23/2022 3:12:46 PM,ccber_user,8/23/2022 3:12:46 PM,ccber_user,,,,,,,,-119.871488895692,34.4209139643217
80,Black Phoebe,1,No,Fence,,,,,,,,,,,,,,,,,,,,,c1696fd8-7521-4556-bf03-d9da6b8acffe,,,,,,,,,,,,,,,,8/23/2022 3:13:00 PM,ccber_user,8/23/2022 3:13:00 PM,ccber_user,,,,,,,,-119.871350246118,34.4210651002988
81,Anna's Hummingbird,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,a2f8f7af-1841-46aa-a405-2b5a84dbeca5,,,,,,,,,,,,,,,,8/23/2022 3:13:44 PM,ccber_user,8/23/2022 3:13:44 PM,ccber_user,,,,,,,,-119.871995629056,34.4211263719636
82,Say's Phoebe,1,No,Fence,,,,,,,,,,,,,,,,,,,,,a16689f7-6b86-487e-abb8-c0f0084d0362,,,,,,,,,,,,,,,,8/23/2022 3:16:34 PM,ccber_user,8/23/2022 3:16:34 PM,ccber_user,,,,,,,,-119.871389860025,34.4211182021638
83,Common Yellowthroat,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,49703e48-a48a-40d2-a66f-219d625e98c1,,,,,,,,,,,,,,,,8/23/2022 3:20:51 PM,ccber_user,8/23/2022 3:20:51 PM,ccber_user,,,,,,,,-119.870320273746,34.4211086711003
