Snowy Egret,,,1,,UCSB North Campus Open Space (formerly Ocean Meadows Golf Course),34.42,-119.877,1/22/2026,7:50,CA,US,area,7,115,Y,3.2,105
Song Sparrow,,,20,,UCSB North Campus Open Space (formerly Ocean Meadows Golf Course),34.42,-119.877,1/22/2026,7:50,CA,US,area,7,115,Y,3.2,105
Townsend's Warbler,,,1,,UCSB North Campus Open Space (formerly Ocean Meadows Golf Course),34.42,-119.877,1/22/2026,7:50,CA,US,area,7,115,Y,3.2,105
Western Bluebird,,,1,,UCSB North Campus Open Space (formerly Ocean Meadows Golf Course),34.42,-119.877,1/22/2026,7:50,CA,US,area,7,115,Y,3.2,105
Western Gull,,,5,,UCSB North Campus Open Space (formerly Ocean Meadows Golf Course),34.42,-119.877,1/22/2026,7:50,CA,US,area,7,115,Y,3.2,105
Western Meadowlark,,,40,,UCSB North Campus Open Space (formerly Ocean Meadows Golf Course),34.42,-119.877,1/22/2026,7:50,CA,US,area,7,115,Y,3.2,105
White-breasted Nuthatch,,,2,,UCSB North Campus Open Space (formerly Ocean Meadows Golf Course),34.42,-119.877,1/22/2026,7:50,CA,US,area,7,115,Y,3.2,105
White-crowned Sparrow,,,11,,UCSB North Campus Open Space (formerly Ocean Meadows Golf Course),34.42,-119.877,1/22/2026,7:50,CA,US,area,7,115,Y,3.2,105
White-tailed Kite,,,2,,UCSB North Campus Open Space (formerly Ocean Meadows Golf Course),34.42,-119.877,1/22/2026,7:50,CA,US,area,7,115,Y,3.2,105
Wrentit,,,1,,UCSB North Campus Open Space (formerly Ocean Meadows Golf Course),34.42,-119.877,1/22/2026,7:50,CA,US,area,7,115,Y,3.2,105
Yellow Warbler,,,1,,UCSB North Campus Open Space (formerly Ocean Meadows Golf Course),34.42,-119.877,1/22/2026,7:50,CA,US,area,7,115,Y,3.2,105
Yellow-rumped Warbler,,,13,,UCSB North Campus Open Space (formerly Ocean Meadows Golf Course),34.42,-119.877,1/22/2026,7:50,CA,US,area,7,115,Y,3.2,105
Chestnut-backed chickadee,,,1,,UCSB North Campus Open Space (formerly Ocean Meadows Golf Course),34.42,-119.877,1/22/2026,7:50,CA,US,area,7,115,Y,3.2,105
